nombre,edad,genero,provincia,ciudad,pizza,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades,photo,latitud,longitud
Kaneesha Adi,61,hombre,Soria,Aliud,find de semana,tarde,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1680.jpg,41.6548411,-2.2532095
Brittnee Mirad,32,mujer,Alava,Lagrán,find de semana,noche,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1894.jpg,42.6255515,-2.5836433
Ivie Calicho,76,mujer,Madrid,Santorcaz,find de semana,noche,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1081.jpg,40.4715789,-3.2335594
Rubin Pizarraya,56,mujer,Las_palmas,Puerto del rosario,find de semana,mañana,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/785.jpg,28.4993424,-13.8599051
Tava Burneo,73,hombre,Salamanca,Membribe de la sierra,find de semana,mañana,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1323.jpg,40.6903863,-5.8063282
Kasia Escoresca,49,mujer,Huelva,Puerto moral,find de semana,mañana,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1072.jpg,37.8917393,-6.4795963
Julienne Caseny,52,hombre,Soria,Villar del campo,find de semana,noche,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/414.jpg,41.7886508,-2.1495339
Nastashia Juan y seva,88,mujer,Valencia,Massalfassar,estresemana,noche,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1128.jpg,39.5579365,-0.3258587
Meganne Carrero blanco,40,hombre,Soria,San esteban de gormaz,find de semana,noche,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1406.jpg,41.5742887,-3.2042357
Claressa Esperidon,62,hombre,Ceuta,Ceuta,estresemana,tarde,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/848.jpg,35.89442195,-5.355817352394269
Shantee Azoulay,27,hombre,Valencia,Titaguas,find de semana,tarde,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1425.jpg,39.8655907,-1.0821531
Ryen Pullas,28,hombre,Melilla,Melilla,estresemana,noche,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1709.jpg,35.29291145,-2.950720236037561
Ericia Babtan,93,hombre,Avila,San juan del molinillo,estresemana,mañana,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1727.jpg,40.4586971,-4.8179795
Indya Gabieiro,43,hombre,Valencia,Castellonet de la conquesta,estresemana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/511.jpg,38.9154896,-0.2630171
Derika Gradilla,28,hombre,Las_palmas,Betancuria,estresemana,noche,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1137.jpg,28.4249637,-14.0573104
Laudan Fernandez de mendia,93,mujer,La_rioja,Nalda,find de semana,tarde,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1422.jpg,42.3351254,-2.4882778
Devonn Pufulete,66,mujer,Madrid,Casarrubuelos,find de semana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1441.jpg,40.1707803,-3.8308526
Alessandra Mumany,34,mujer,Sevilla,"Pedroso, el",estresemana,noche,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/565.jpg,42.686699,-8.0038154
Yulonda Archela,31,hombre,Valencia,Quesa,estresemana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/488.jpg,39.1196086,-0.7402726
Kathline Greenaway,61,mujer,Madrid,Puebla de la sierra,find de semana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1810.jpg,41.0121247,-3.4444367
Emilia Macancela,99,hombre,Jaen,Campillo de arenas,find de semana,mañana,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/468.jpg,37.5552182,-3.6353369
Anny Esmet,95,mujer,Cordoba,Lucena,find de semana,tarde,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1303.jpg,37.4091334,-4.4860128
Saprina Izem,90,hombre,Castellon,Benlloch,estresemana,tarde,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1429.jpg,40.2112756,0.0270647
Allysa Buchler,82,mujer,Huesca,Torres de barbués,estresemana,mañana,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1515.jpg,41.9603527,-0.4318479
Jamye Abbasi,43,mujer,Almeria,Arboleas,estresemana,tarde,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/843.jpg,37.3511387,-2.0742569
Meghen Minella,75,mujer,Cantabria,Val de san vicente,estresemana,noche,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/363.jpg,43.36462965,-4.4785760606072005
Shardea Vladova,44,hombre,Vizcaya,Gernika-lumo,estresemana,mañana,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/521.jpg,43.3143628,-2.6778511
Shaketa Depares,52,hombre,Salamanca,Castellanos de villiquera,find de semana,mañana,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/932.jpg,41.0522121,-5.6948621
Vanette Rietti,41,mujer,Asturias,Siero,estresemana,mañana,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/347.jpg,43.3952982,-5.635702393762417
Sharmel Sedrakyan,20,hombre,Cantabria,Cabezón de la sal,find de semana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/511.jpg,43.3080667,-4.2358532
Tomara Baati,47,mujer,Almeria,Antas,find de semana,mañana,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1435.jpg,37.2452206,-1.9181629
Vandell Omary,69,hombre,Navarra,Betelu,find de semana,noche,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/155.jpg,43.0255213,-1.9799154
Randall Lopez dicastillo,98,mujer,Palencia,Micieces de ojeda,find de semana,mañana,disco,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1763.jpg,42.6908491,-4.4622322
Loni Fuss,82,hombre,Las_palmas,Moya,estresemana,tarde,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/85.jpg,39.9479049,-1.366237
Wesly Ploscar,87,mujer,Cordoba,Villanueva del duque,find de semana,noche,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/538.jpg,38.3932039,-4.9995818
Sharrod Bolota,93,hombre,A_coruna,Val do dubra,estresemana,tarde,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1958.jpg,43.0101545,-8.6516271
Genieve Mazarrota,24,mujer,Barcelona,Calders,find de semana,mañana,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1939.jpg,41.7892144,1.9916386
Jamara Jesse,73,hombre,Burgos,Adrada de haza,find de semana,noche,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1112.jpg,41.5949919,-3.822566
Alston Corales,99,hombre,Lugo,Sarria,find de semana,tarde,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/980.jpg,42.7784203,-7.4146607
Rachna Martin del rio,26,mujer,Cuenca,Huérguina,find de semana,noche,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/727.jpg,40.0405546,-1.6088599
Jt Bobito,94,hombre,Castellon,Traiguera,estresemana,mañana,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1118.jpg,40.5246503,0.2899844
Seairra Somiedo,41,hombre,Ciudad_real,Agudo,find de semana,mañana,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1678.jpg,-29.6423259,-53.2494005
Cassie Tallal,68,hombre,Murcia,"Torres de cotillas, las",find de semana,mañana,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/312.jpg,38.040162,-1.2465006
Redmond Marchite,87,mujer,Murcia,Bullas,find de semana,mañana,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/312.jpg,38.0497852,-1.6703391
Nichlous Dittrich,61,mujer,Ceuta,Ceuta,find de semana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/350.jpg,35.89442195,-5.355817352394269
Mccall Ozarin,96,hombre,Zamora,Asturianos,estresemana,noche,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1076.jpg,42.0522792,-6.4895017
Lorn Remy,51,hombre,Pontevedra,Cuntis,find de semana,noche,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1020.jpg,42.6353362,-8.5617942
Jeanpaul Silba,51,mujer,Cuenca,Monteagudo de las salinas,find de semana,noche,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1294.jpg,39.8046672,-1.8999698
Leela Viñerta,93,hombre,Vizcaya,Larrabetzu,estresemana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1328.jpg,43.2612471,-2.7959022
Rebel Fernandez de la bastida,27,hombre,Soria,Salduero,estresemana,mañana,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1838.jpg,41.8893733,-2.7973975
Catricia Solivelles,36,mujer,Leon,Benuza,find de semana,tarde,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1986.jpg,42.4005361,-6.7086507
Clyde Celso,58,hombre,Guadalajara,Torrejón del rey,estresemana,noche,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/967.jpg,40.6449395,-3.336053
Nikela Gabardo,27,hombre,Leon,Castrotierra de valmadrigal,find de semana,mañana,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/922.jpg,42.3463346,-5.2481945
Adalberto Revesado,64,mujer,La_rioja,Torremontalbo,estresemana,mañana,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/916.jpg,42.5011722,-2.6852289
Demecia Ynoa,86,hombre,Cadiz,Conil de la frontera,find de semana,mañana,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1702.jpg,36.277054,-6.0881874
Tami Sañoso,56,hombre,Almeria,Almócita,estresemana,noche,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/43.jpg,37.003137,-2.7904479
Averie Gomez guadalupe,64,hombre,Valladolid,San pelayo,find de semana,mañana,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/21.jpg,41.6808404,-5.034009
Arion Strand,56,hombre,A_coruna,Fisterra,find de semana,noche,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1952.jpg,42.9064771,-9.263789
Kanoe Bischoff,35,mujer,Guadalajara,Bujalaro,estresemana,tarde,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1601.jpg,40.9372812,-2.8843032
Mallori Samblancat,97,mujer,Pontevedra,Catoira,find de semana,mañana,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/30.jpg,42.66755,-8.7220797
Tiara Voong,84,mujer,Jaen,"Iruela, la",find de semana,mañana,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1476.jpg,42.0259916,-1.9569893
Denese Avasilcai,39,mujer,La_rioja,Cuzcurrita de río tirón,estresemana,tarde,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/887.jpg,42.540534,-2.9636152
Rebbecca Vizireanu,40,mujer,Lleida,Alins,find de semana,mañana,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/160.jpg,42.549124,1.3180552
Danel Sanchez harguindey,57,hombre,Murcia,Albudeite,find de semana,mañana,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1615.jpg,38.0275699,-1.3854647
Ogden Galletti,38,hombre,Leon,Santiago millas,find de semana,noche,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1779.jpg,42.3834972,-6.1053483
Sharieka Ip,46,mujer,Huesca,Torrente de cinca,find de semana,noche,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1227.jpg,41.4728371,0.3348579
Noora Bonaga,83,hombre,Huelva,Bonares,find de semana,noche,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1601.jpg,37.3214037,-6.683161
Duval Solanillos,27,hombre,Madrid,"Santos de la humosa, los",find de semana,noche,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1737.jpg,40.5130955,-3.2686469
Neelam Haica,29,hombre,Guadalajara,Sacecorbo,estresemana,mañana,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2002.jpg,40.8326286,-2.4171017
Talissa Disca,84,hombre,Badajoz,Fuenlabrada de los montes,estresemana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/474.jpg,39.132869,-4.9350961
Inger Hurley,56,hombre,Teruel,"Puebla de valverde, la",estresemana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/38.jpg,40.2123934,-0.9439513
Marka Souilem,25,hombre,Girona,Vilajuïga,estresemana,noche,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1146.jpg,42.3255898,3.0937345
Jenesis Chej,58,mujer,Las_palmas,Ingenio,estresemana,tarde,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1755.jpg,27.9183781,-15.4357949
Veda Cabricano,30,hombre,Girona,Vila-sacra,estresemana,noche,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1940.jpg,42.2668061,3.0170438
Leonela Sidorenko,48,hombre,Cadiz,Zahara,estresemana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1606.jpg,36.8405841,-5.3905374
Grete Motofelea,27,otro,Pontevedra,Salvaterra de miño,find de semana,tarde,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1879.jpg,42.0823773,-8.497539
Fabienne Lavera,33,hombre,Jaen,Huelma,estresemana,mañana,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/677.jpg,37.6473035,-3.4551806
Deshana Garica,44,mujer,Santa_cruz_de_tenerife,Güímar,estresemana,noche,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/62.jpg,28.3150189,-16.4099501
Liba Laguzzi,51,mujer,Huelva,Valverde del camino,estresemana,tarde,bar,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1013.jpg,37.5739612,-6.7543559
Jerode Lopez boado,21,hombre,Sevilla,Umbrete,estresemana,tarde,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1279.jpg,37.368665,-6.1573611
Corianne Dorin,28,mujer,Soria,Arcos de jalón,find de semana,noche,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1441.jpg,41.2157666,-2.2753018
Keishawn Aboulkacem,39,mujer,Guipuzcoa,Abaltzisketa,estresemana,mañana,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1384.jpg,43.047842,-2.1052186
Shantina Gervasini,58,mujer,Guadalajara,Valdepeñas de la sierra,estresemana,noche,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/728.jpg,40.91820935,-3.4053202785131536
Sherrice Fontelos,86,mujer,La_rioja,Briñas,find de semana,noche,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1814.jpg,42.6012036,-2.8307543
Efren Laguela,58,hombre,Segovia,Marazuela,estresemana,tarde,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/862.jpg,40.9798126,-4.3655121
Kingsley Hinrichs,31,mujer,Lugo,Pol,find de semana,noche,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1546.jpg,49.8607809,33.7498787
Kiran Ory,81,mujer,Salamanca,Saucelle,find de semana,mañana,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1365.jpg,41.0481976,-6.7513831
Nickelous Fontellas,50,mujer,Albacete,Cotillas,estresemana,mañana,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/728.jpg,38.4313285,-2.5072776
Vy El boustati,64,mujer,Segovia,Cilleruelo de san mamés,estresemana,tarde,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1167.jpg,41.4321644,-3.5662823
Gibran Lopez picazo,97,hombre,Las_palmas,Pájara,estresemana,mañana,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1532.jpg,28.3497867,-14.1080857
Greggory Lemrani,69,hombre,Pontevedra,Meis,estresemana,mañana,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/221.jpg,42.4996133,-8.724936507774776
Landra Gargamala,65,mujer,Barcelona,Sagàs,find de semana,mañana,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/820.jpg,42.0510214,1.9626051
Tishia Iskrenova,55,hombre,Alava,Baños de ebro/mañueta,estresemana,mañana,bar,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1959.jpg,42.5295829,-2.6789897
Bresha Bouzakri,46,hombre,Ourense,Xinzo de limia,estresemana,mañana,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1984.jpg,42.0637882,-7.7245498
Jaimy Jurubita,55,mujer,Huelva,Isla cristina,find de semana,mañana,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1176.jpg,37.2036925,-7.3238913
Elma Baskaran,86,mujer,Santa_cruz_de_tenerife,Garachico,find de semana,mañana,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1501.jpg,28.373686,-16.7640491
Laraine Lopez damas,94,mujer,Huelva,San juan del puerto,estresemana,noche,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/78.jpg,37.3142155,-6.8407764
Lotoya Camoiras,47,mujer,Pontevedra,"Grove, o",estresemana,tarde,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/470.jpg,42.5800148,-8.2566344
Tomisha De villanueva,30,mujer,A_coruna,Mazaricos,find de semana,tarde,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/427.jpg,42.9364002,-8.9904506
Darrick Lamua,57,mujer,Guadalajara,"Inviernas, las",estresemana,tarde,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1807.jpg,40.8513924,-2.6800702
Larra Ibacache,59,hombre,Alicante,Cañada,find de semana,noche,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/374.jpg,61.0666922,-107.991707
Rheanna Turcea,84,mujer,Huesca,Panticosa,find de semana,tarde,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1617.jpg,42.7236963,-0.2843924
Lorrin Ruiz de zuazu,41,mujer,Santa_cruz_de_tenerife,San miguel de abona,estresemana,noche,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/909.jpg,28.0992051,-16.6167914
Kriste Cocha,22,mujer,Navarra,Imotz,estresemana,mañana,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1004.jpg,42.955976199999995,-1.801622401717496
Shelle Krassimirova,58,mujer,Badajoz,Sancti-spíritus,estresemana,mañana,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1369.jpg,40.7054616,-6.4005474
Briann Churio,98,hombre,Navarra,Araitz,find de semana,noche,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/122.jpg,43.03454835,-2.001163419566111
Shoni Valdespina,79,hombre,Valladolid,Olivares de duero,find de semana,tarde,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1465.jpg,41.6377939,-4.365098
Charlyn Isaia,50,mujer,Almeria,Tahal,find de semana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1108.jpg,37.2279746,-2.2854744
Christoph Hiruelo,64,mujer,Zamora,Pedralba de la pradería,find de semana,tarde,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1644.jpg,42.0245478,-6.6938232
Averill Nicoi,81,mujer,Segovia,Torreiglesias,find de semana,tarde,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1132.jpg,41.1023903,-4.0320822
Valencia Ohanyan,48,mujer,Burgos,Castildelgado,estresemana,tarde,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/265.jpg,42.4372642,-3.0848612
Karisa Larregui,91,hombre,Soria,Bliecos,estresemana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/622.jpg,41.5281846,-2.2718261
Lotoya Rachita,62,hombre,La_rioja,Igea,estresemana,noche,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1320.jpg,42.0686394,-2.0092614
Julisa Zape,18,otro,Soria,Centenera de andaluz,estresemana,noche,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1030.jpg,41.5070231,-2.7178655
Vanisha Iturriagagoitia,27,hombre,Cuenca,Villar del humo,find de semana,noche,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/505.jpg,39.8717006,-1.6272847
Louella Juro,39,hombre,Leon,Santa colomba de somoza,estresemana,mañana,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/248.jpg,42.4451974,-6.2418644
Nastasha Brum,32,otro,Badajoz,Tamurejo,estresemana,tarde,disco,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1586.jpg,38.9916226,-4.947487
Raynold Massera,54,mujer,Cantabria,Ramales de la victoria,find de semana,tarde,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1820.jpg,43.257411,-3.4646482
Latoyah Baon,57,hombre,Leon,Prado de la guzpeña,find de semana,noche,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1052.jpg,42.7829122,-5.0253448
